0.4514188	0.4277943	0.3366379	0.3829452
0.4222022	0.430731	0.3369764	0.3885289
0.4050485	0.4182331	0.3378227	0.3755003
0.3867881	0.4047792	0.3365533	0.360378
0.429949	0.4360579	0.3436618	0.3959737
0.4238622	0.4296383	0.3379073	0.3892268
0.3679744	0.3853837	0.3208977	0.3417658
0.3392004	0.3642808	0.3116736	0.3198965
0.2949328	0.3280166	0.2937331	0.2784845
0.3264735	0.3491195	0.3061729	0.3033782
0.3984083	0.4006133	0.3230979	0.3606106
0.4365891	0.4297065	0.333676	0.3938799
0.3735078	0.3788957	0.3096426	0.3352515
0.3137466	0.3347094	0.2921252	0.2859293
0.2927195	0.3186603	0.283155	0.2705743
0.3010196	0.3218018	0.2828165	0.2805783
0.3109798	0.3253531	0.2785006	0.2859293
0.3380938	0.3390803	0.2799392	0.3024476
0.3342203	0.3354607	0.2788391	0.2996558
0.3203867	0.3235775	0.2439736	0.285464
0.2844193	0.2981721	0.2607294	0.2538233
0.3109798	0.3243287	0.2658915	0.27546
0.3430739	0.3465926	0.2731692	0.2996558
0.3701878	0.3711785	0.2860322	0.3245496
0.364101	0.3648954	0.2790083	0.31757
0.3574608	0.3583392	0.2741847	0.311521
0.3558008	0.3566318	0.2720691	0.3101251
0.3878948	0.3803982	0.27977	0.3373454
0.4116886	0.3967888	0.2863707	0.3587494
0.3618876	0.3606612	0.2707151	0.3171047
0.3142999	0.3247385	0.2545517	0.2773212
0.3408605	0.3398998	0.2596292	0.2975619
0.3447339	0.3392168	0.2586984	0.2984925
0.3314536	0.3307484	0.2527746	0.2898844
0.349714	0.3433145	0.2554826	0.302215
0.365761	0.3565636	0.2607294	0.316872
0.3447339	0.3411291	0.253367	0.2991905
0.3242601	0.3252848	0.2451584	0.2822069
0.2755658	0.2886792	0.2287411	0.2410275
0.2274248	0.252415	0.2136779	0.2007787
0.2423651	0.2622494	0.2185862	0.2103174
0.2700323	0.2835571	0.2240022	0.2321867
0.3004663	0.3047966	0.2299259	0.2570805
0.2866327	0.2914793	0.2231559	0.2449826
0.2312982	0.2429904	0.2037768	0.1970563
0.1958841	0.2160826	0.1898137	0.1668115
0.1671102	0.1947748	0.1782201	0.1412198
0.1986508	0.2174484	0.1838053	0.1654156
0.2434718	0.2494784	0.1938757	0.201244
0.2606255	0.2634104	0.1984454	0.2170643
0.2678189	0.2679178	0.1977684	0.22195
0.2656056	0.2643665	0.2016612	0.2193908
0.2490052	0.2516638	0.2014073	0.2061297
0.2606255	0.2623177	0.2082619	0.216599
0.2683723	0.2694203	0.2130855	0.2240439
0.2595188	0.2610884	0.2130009	0.2145052
0.256752	0.2584249	0.213424	0.2142725
0.2689256	0.2669617	0.2091928	0.2245092
0.2761191	0.2705813	0.2054693	0.2303255
0.2290848	0.2345903	0.1964144	0.1926359
0.2163579	0.2234583	0.1876981	0.1793747
0.2324049	0.2364342	0.1902368	0.1935665
0.2368316	0.2381416	0.1897291	0.196591
0.2263181	0.2283072	0.1847362	0.1863543
0.2401517	0.2369123	0.1862594	0.1982195
0.2462385	0.2397806	0.1861748	0.2035705
0.2285315	0.2250291	0.1854978	0.1877502
0.1676635	0.1809794	0.1636646	0.1372647
0.1698769	0.1829599	0.1650186	0.1379626
0.2163579	0.2181997	0.1766122	0.1779788
0.1969908	0.2031067	0.1682343	0.1595993
0.2152512	0.2151264	0.1756813	0.1763502
