Name,S1,S2,S3,S4
s1,0.045714078772827356,0.17314510958091198,0.0024465243055569303,0.07432143528651361
s2,0.045666599901420704,0.003906835624192807,0.06458623274324175,0.3738635064190983
s3,0.18324611207747343,0.003374002762327676,0.06633497316094945,0.005991966249254341
s4,0.04193188388192288,0.058512810060302956,0.3298297004999289,0.004908431303595331
s5,0.22846724962934506,0.0049496752177527175,0.1320364841447939,0.08242543814221318
s6,1.0553087698965964e-7,0.05773882418810144,0.06590757891356133,0.07436440755372253
s7,0.046030358740991734,0.0018377199662713835,2.1504343113740873e-5,0.14998498626214707
s8,0.045505905185897214,0.28775006585054724,0.00394049941864654,0.07346247301202596
s9,0.22784639420710906,0.2331583877436922,0.13527638506104447,0.006972587523308057
s10,0.13559131207213546,0.1756265690058997,0.199620117409163,0.15370476824812151
